ThreatScore,AttackType,Timestamp,SourceIP
0.5156,0,1747642600,231.139.249.56
0.2033,0,1748834531,171.155.172.244
0.4851,2,1747971753,90.167.194.50
0.5349,1,1748351958,73.86.101.77
0.1992,0,1749161020,176.91.45.79
0.6044,2,1747112222,182.203.126.110
0.8168,2,1747185881,33.139.103.117
0.7485,2,1749345592,235.36.122.47
0.7717,0,1748017498,150.182.164.142
0.4634,1,1747399430,119.213.30.109
0.9794,0,1747412870,65.244.171.6
0.3557,1,1748136244,11.134.107.229
0.2849,2,1748520494,165.34.14.166
0.1097,1,1747616571,149.31.21.213
0.0011,1,1748388007,235.170.106.160
0.1226,2,1748278819,170.114.166.173
0.9327,0,1748634149,121.28.70.198
0.6711,2,1747905253,111.66.235.21
0.6224,2,1748289679,108.156.159.158
0.251,1,1748817910,167.220.187.119
0.0132,2,1747259063,129.36.8.54
0.3781,1,1748388930,54.6.120.175
0.7801,1,1748556481,141.212.193.60
0.691,1,1749404878,41.123.85.148
0.4535,2,1747735664,92.198.95.132
0.067,2,1749107739,250.118.126.17
0.2717,0,1747681752,173.115.11.246
0.8217,0,1747252475,226.117.79.19
0.6737,0,1749290029,58.101.215.1
0.4417,1,1748749169,112.201.163.102
0.8189,2,1749144063,44.137.191.117
0.965,1,1749422764,42.209.3.114
0.04,1,1748819637,86.25.163.10
0.7887,2,1748670106,180.5.106.9
0.2378,2,1748446472,168.18.219.167
0.5729,2,1747849249,47.187.88.205
0.3914,0,1747194984,237.23.251.134
0.0429,1,1748387144,66.243.56.26
0.5164,2,1747338871,161.144.149.170
0.8578,2,1748719259,159.27.84.59
0.1801,1,1748537101,13.219.184.220
0.3612,0,1747674973,22.108.13.7
0.6777,2,1749531494,222.156.19.77
0.5793,1,1748424533,177.19.61.163
0.9208,2,1749486947,248.231.54.67
0.027,0,1748844870,244.44.216.216
0.6106,2,1747835722,49.189.26.156
0.2933,0,1747788272,204.203.71.95
0.2648,1,1748636883,64.50.4.198
0.9556,2,1747504325,60.85.79.52
0.8078,1,1747481371,87.222.162.94
0.3165,2,1749264349,94.164.126.176
0.999,2,1747083163,94.175.183.213
0.6346,2,1748052727,242.213.252.198
0.893,1,1747828819,54.9.30.207
0.2585,0,1748256729,179.229.60.36
0.6069,0,1747598224,195.239.216.35
0.3005,2,1747246619,231.114.157.164
0.9198,1,1748885357,3.171.144.146
0.9088,0,1747680311,176.191.132.230
0.0467,0,1747589422,175.96.179.222
0.66,2,1748319701,105.252.79.150
0.3838,1,1749567126,18.172.158.178
0.7456,2,1748977116,77.119.42.106
0.3311,0,1747111123,162.244.251.178
0.9544,0,1747767571,212.166.56.115
0.9117,0,1748184925,23.136.199.143
0.5531,2,1748438130,143.65.2.124
0.0236,0,1748791066,4.26.172.102
0.638,0,1747720956,211.117.193.95
0.1274,0,1749582493,63.226.144.169
0.9635,1,1749367199,178.248.24.126
0.3891,2,1748842973,43.45.204.205
0.5177,2,1749278641,20.244.138.136
0.4677,1,1747113682,136.130.96.162
0.0378,2,1747334970,8.139.167.114
0.4525,0,1749243370,35.92.66.136
0.7487,0,1748104795,126.241.193.124
0.332,1,1747996066,161.7.103.98
0.5619,0,1747681469,30.20.197.169
0.5497,0,1748641224,138.190.70.11
0.2503,1,1749482688,217.222.219.216
0.0716,0,1748170687,199.57.190.22
0.8338,1,1749117472,162.32.158.11
0.6694,2,1749461376,48.236.113.203
0.3693,1,1749153390,160.177.145.102
0.0062,2,1748857793,145.37.83.109
0.724,1,1749352505,118.179.48.139
0.8161,0,1749496875,196.79.145.66
0.5821,2,1747894295,91.22.193.142
0.4852,1,1747842150,192.171.188.8
0.7663,0,1747327190,106.10.113.182
0.2927,0,1748537982,94.70.69.205
0.6456,2,1748260186,36.170.85.230
0.9391,1,1749198656,140.170.154.175
0.5385,1,1749117245,26.29.84.236
0.0874,1,1747421591,247.90.201.32
0.9104,0,1748145342,182.41.239.53
0.3907,2,1748048452,49.156.173.105
0.387,2,1748005437,168.63.140.32
0.1203,1,1749190507,203.72.222.77
0.7725,2,1747235373,225.228.29.12
0.7811,0,1748018215,132.74.145.195
0.6102,1,1748013010,190.230.179.150
0.9546,1,1749113301,54.47.10.130
0.9426,0,1748183899,122.212.54.63
0.7118,0,1749273853,180.100.242.136
0.6469,2,1747992183,143.234.41.45
0.6208,1,1748929005,12.165.112.100
0.905,0,1749312051,98.121.146.39
0.2455,2,1749309749,200.151.156.213
0.3041,0,1748986215,60.234.192.171
0.4976,0,1747536973,212.16.184.91
0.4047,0,1747677503,44.208.170.30
0.7711,2,1748211086,179.237.29.251
0.7727,1,1747442032,97.50.37.188
0.7377,1,1747863302,91.251.235.74
0.2759,2,1748758546,6.72.228.149
0.2574,0,1749029865,12.161.76.239
0.8643,2,1747918231,178.71.4.28
0.3804,1,1748114652,31.32.95.239
0.1425,1,1749225844,104.197.77.196
0.9882,2,1747825152,214.186.153.199
0.9757,0,1748786035,238.173.170.159
0.6521,0,1748138779,34.126.34.46
0.1967,0,1747860618,111.239.166.48
0.1335,0,1747266578,204.32.249.27
0.5244,2,1747310790,230.94.123.180
0.7566,2,1749160669,16.10.221.205
0.6539,0,1749472004,189.35.15.166
0.9222,2,1749341959,153.45.52.211
0.2145,0,1749380092,64.156.78.58
0.2822,0,1749132444,140.104.43.54
0.1602,1,1748104647,194.160.64.118
0.4517,1,1748221440,230.44.117.137
0.9813,2,1748240149,228.206.192.184
0.0123,2,1748280361,242.3.254.163
0.2173,2,1747583441,128.235.137.165
0.6141,2,1747358929,12.8.177.159
0.0404,1,1747181364,218.36.50.179
0.221,0,1748779764,47.173.38.47
0.5224,1,1749641353,31.225.33.89
0.0551,0,1748272915,50.122.191.58
0.9216,0,1747363412,183.21.3.114
0.3448,1,1748640522,206.191.145.210
0.9585,0,1747322963,121.128.86.39
0.14,0,1748685540,40.227.71.182
0.9083,1,1748387266,13.151.103.20
0.1604,2,1747838662,191.109.210.5
0.4274,0,1749158529,173.207.169.165
0.2245,0,1748343277,182.38.153.57
0.2099,0,1749053688,103.202.85.91
0.3794,1,1747587982,27.94.101.6
0.2327,2,1748924627,40.62.61.74
0.3175,1,1749633298,28.199.234.142
0.6069,2,1749154752,84.9.148.175
0.3904,0,1748499548,113.69.162.70
0.5082,2,1749262838,45.164.249.123
0.5881,2,1748858659,15.9.130.67
0.9882,0,1747243107,13.247.233.128
0.6965,2,1748089143,149.45.94.4
0.5143,0,1748766103,123.200.195.134
0.6915,0,1747751005,118.84.244.167
0.3457,2,1749545991,49.184.251.133
0.1763,0,1747674315,20.45.215.115
0.3004,1,1747791133,193.163.210.238
0.6084,0,1748769379,31.241.103.65
0.0793,0,1748261718,114.206.174.126
0.4193,2,1748820427,61.117.110.35
0.0018,2,1748786308,148.157.143.136
0.5022,2,1749543090,225.89.209.17
0.6273,2,1747884029,248.23.202.3
0.162,0,1749136964,209.116.108.90
0.9663,0,1748924579,17.186.59.119
0.9089,0,1748245696,73.155.85.159
0.3878,1,1747360466,82.174.141.91
0.6284,2,1747785681,249.155.127.129
0.5092,2,1748845229,145.61.74.242
0.7733,0,1749098350,82.139.17.153
0.259,0,1747640709,77.217.228.154
0.8112,0,1747930180,154.110.244.206
0.7146,2,1748676194,78.102.157.72
0.6581,1,1748106041,89.185.8.131
0.0099,1,1748957592,80.6.249.5
0.4125,1,1747377128,167.130.119.90
0.5548,1,1747574816,173.194.241.75
0.5657,0,1748535113,22.16.252.56
0.1444,0,1748496584,2.88.232.73
0.9519,2,1748139138,146.23.47.57
0.2839,1,1749254837,25.197.199.37
0.3418,1,1747710461,167.236.16.137
0.3863,1,1749075684,201.51.71.241
0.3744,0,1747486569,245.152.70.216
0.2947,0,1748031432,22.89.46.187
0.8854,1,1748272398,178.200.65.215
0.8942,0,1749267127,172.170.87.117
0.7742,1,1748176282,86.220.73.204
0.4085,2,1747827315,43.161.166.216
0.5626,1,1748327902,113.21.164.62
0.6844,2,1747221214,172.173.164.176
0.5905,2,1747545057,240.6.70.17
0.7205,1,1747069178,186.186.249.32
0.1031,0,1747561419,3.47.224.78
0.8494,0,1748594216,150.179.109.53
0.4026,2,1747598858,227.60.211.33
0.9714,2,1748805739,39.48.169.237
0.3608,1,1747699561,18.246.230.110
0.0791,2,1748383771,150.253.66.152
0.8723,1,1747364156,249.151.52.70
0.137,0,1749054560,39.114.164.24
0.1624,2,1748995070,76.189.169.142
0.1381,2,1749217341,21.72.236.28
0.1633,1,1747112025,161.163.239.45
0.4601,1,1748103298,81.69.199.26
0.6375,0,1749227865,248.153.137.64
0.9565,1,1749587375,112.201.82.44
0.6689,1,1747584192,130.126.194.10
0.396,0,1747856251,243.64.59.215
0.9163,0,1747756782,28.26.82.219
0.6128,0,1747654760,231.48.91.163
0.037,0,1749535106,166.33.12.181
0.323,0,1747366689,236.5.4.179
0.4711,1,1747953447,111.90.229.151
0.9233,0,1749045107,104.98.252.177
0.4001,0,1747882081,204.86.44.166
0.563,0,1749507718,63.196.133.165
0.5522,1,1747632097,6.128.134.120
0.4238,0,1747415620,84.216.175.41
0.6818,2,1749498816,171.18.74.178
0.9767,2,1747408855,155.101.250.2
0.0126,1,1748753626,116.163.137.47
0.3888,2,1747423553,113.218.65.109
0.7022,1,1749558580,75.98.88.142
0.7784,2,1748823988,45.254.240.252
0.0752,1,1748733896,12.129.103.99
0.5275,1,1749368764,177.49.226.228
0.7149,0,1747666748,105.55.110.119
0.7205,1,1748362770,104.65.48.182
0.1038,0,1749504425,152.135.3.43
0.3301,2,1748494610,53.250.47.107
0.5422,2,1747630893,242.75.253.155
0.6828,1,1748817478,67.128.183.250
0.0822,2,1747827316,193.200.119.26
0.9309,2,1749261564,72.127.162.182
0.7049,1,1747308927,229.182.99.21
0.3024,2,1748723349,187.82.111.155
0.9723,0,1747461031,33.167.161.61
0.5929,2,1747462950,150.149.86.29
0.1194,2,1747680361,76.72.209.61
0.3158,2,1747572968,189.137.10.84
0.8887,0,1747297968,223.92.140.81
0.3887,0,1748473127,206.41.159.101
0.026,0,1747628501,248.20.123.13
0.9218,1,1749189749,235.214.202.210
0.7985,0,1747251232,18.146.196.205
0.9601,0,1747487355,123.34.214.9
0.1493,0,1747569772,241.95.23.181
0.0516,0,1747571674,66.124.198.55
0.3173,0,1747659625,13.15.49.67
0.9104,2,1747162090,11.169.73.20
0.6927,0,1748420158,211.225.99.88
0.8925,1,1747664597,198.101.54.104
0.1856,1,1747587168,92.68.108.228
0.2439,1,1747642783,52.100.128.243
0.6648,1,1749280611,92.106.96.185
0.7243,1,1748346483,95.66.225.222
0.265,1,1748837582,29.50.223.108
0.8366,0,1747920707,174.56.198.9
0.741,2,1748764730,188.65.21.85
0.6773,0,1747375375,78.157.77.48
0.3087,0,1747251369,204.102.76.130
0.1231,2,1748891961,16.176.248.44
0.7533,1,1749332149,192.99.151.106
0.0899,0,1747442537,15.209.105.60
0.533,2,1749005580,229.17.183.185
0.8634,2,1747179924,53.65.49.111
0.2298,2,1747291431,35.161.171.28
0.2474,1,1747716514,2.236.78.214
0.5276,0,1749116742,19.65.199.219
0.5662,1,1747934303,169.164.202.101
0.1353,2,1748674533,123.210.136.136
0.655,0,1748993067,168.72.124.15
0.0952,0,1747768818,204.30.247.234
0.7613,2,1747870002,121.52.227.253
0.6332,1,1748214287,209.27.66.233
0.883,0,1748970260,138.86.25.113
0.5567,2,1749493348,143.77.95.73
0.758,2,1747543214,38.77.160.87
0.2339,2,1748196983,96.2.105.135
0.2206,1,1747870931,213.231.161.5
0.0183,0,1748296816,159.204.155.12
0.6347,2,1748787556,234.12.144.32
0.7705,2,1747100069,114.132.225.3
0.9252,0,1749047708,67.131.90.93
0.0384,2,1748344688,97.25.34.107
0.4848,2,1749369129,173.8.188.11
0.791,2,1747893599,148.235.134.93
0.9395,1,1747437376,66.167.82.24
0.1015,2,1747826945,202.15.213.157
0.724,2,1747208076,203.73.205.171
0.0821,1,1749174893,185.142.15.90
0.3306,2,1747854731,15.4.89.4
0.2618,2,1748059537,109.238.167.76
0.2293,0,1749299745,32.196.105.10
0.3215,2,1749348999,117.127.59.223
0.9228,1,1748839024,13.204.68.215
0.397,2,1747847092,102.61.183.10
0.1015,2,1749224955,186.11.108.184
0.0395,2,1748885151,67.10.58.197
0.1414,2,1748852252,113.64.245.123
0.1063,1,1748178380,138.178.127.8
0.3574,0,1748740824,241.170.25.238
0.3592,0,1748759708,193.177.89.95
0.2638,2,1749224408,203.242.136.243
0.5897,2,1749495955,156.68.110.222
0.9611,0,1747700287,194.131.73.142
0.1178,2,1749410158,212.210.35.234
0.7422,1,1749446667,115.90.221.207
0.364,1,1747400906,74.18.51.125
0.1414,2,1747861558,186.171.132.128
0.6626,0,1748254205,232.92.149.97
0.9142,1,1748953373,182.232.93.204
0.5001,2,1749404331,159.223.5.17
0.6818,2,1748881569,182.192.184.34
0.8418,1,1748009526,250.57.33.53
0.3906,0,1747134518,141.159.33.127
0.3691,2,1748022319,231.171.119.103
0.9797,0,1749181320,36.197.166.238
0.4223,1,1747753782,150.206.143.1
0.545,1,1747359946,220.134.101.40
0.9301,1,1748314056,27.17.147.240
0.7575,0,1749144953,182.199.35.235
0.2736,2,1747631718,24.209.5.116
0.6328,0,1747167077,133.217.152.162
0.739,1,1748367204,208.135.154.211
0.6126,1,1748406370,242.215.109.172
0.9644,2,1747576594,80.83.28.34
0.3784,1,1747608825,229.92.226.156
0.7491,2,1748313188,84.210.40.254
0.8967,2,1749529554,85.134.1.79
0.5692,2,1748512424,198.163.136.191
0.0758,1,1747921102,204.69.48.77
0.3726,2,1748357633,118.166.122.43
0.7056,1,1748249023,152.40.124.20
0.4402,2,1747918516,157.76.147.70
0.2435,0,1748234549,187.72.85.82
0.4721,0,1748810344,28.183.137.13
0.3385,1,1749171540,74.82.73.154
0.6279,1,1748899852,123.32.44.221
0.7928,1,1748952516,250.26.82.187
0.0984,1,1747678767,90.115.204.35
0.7474,1,1747227743,168.46.142.78
0.8752,2,1747594791,136.41.155.175
0.6474,0,1748241647,226.24.113.223
0.3791,2,1748980139,169.122.33.170
0.2014,1,1749419009,189.202.231.20
0.721,2,1747084279,76.8.91.54
0.5779,1,1749551981,60.147.92.18
0.5571,2,1748000397,72.233.22.13
0.052,0,1748403652,50.209.119.145
0.0253,2,1748655023,60.1.234.148
0.1426,2,1748882509,91.21.141.7
0.4611,1,1747637349,51.201.147.23
0.894,1,1748200445,112.33.140.75
0.3722,0,1748274393,139.60.243.247
0.1074,1,1748410518,75.176.174.124
0.6251,1,1749048848,174.88.249.141
0.0529,0,1748985525,22.62.216.66
0.9223,0,1747588832,203.254.217.154
0.1727,2,1748457324,38.24.196.33
0.7421,0,1748851612,4.101.57.172
0.4341,0,1747988026,154.108.178.163
0.2674,1,1747261898,219.246.176.140
0.3524,2,1748086869,163.200.28.177
0.8434,0,1747501914,99.195.113.7
0.2208,1,1748410706,147.56.150.160
0.9869,0,1749530943,171.136.247.200
0.6793,2,1749050903,21.14.112.129
0.9232,2,1747751936,1.189.89.185
0.6142,2,1748745609,42.12.184.249
0.5598,2,1748691848,40.211.18.168
0.9628,2,1749264271,82.43.186.56
0.4025,1,1748402154,212.185.73.129
0.4108,2,1749098948,180.54.151.249
0.1696,1,1747724382,206.147.92.2
0.9745,2,1748689444,64.185.188.26
0.3208,2,1748288282,250.156.149.249
0.5783,2,1748623955,98.223.207.243
0.3035,2,1749168060,196.112.209.54
0.9239,0,1748780546,112.24.226.158
0.2359,2,1748647107,151.23.2.219
0.2755,0,1747114071,51.97.105.166
0.5051,1,1747068084,107.210.53.133
0.412,1,1747353257,217.139.225.18
0.6145,2,1747496382,238.228.151.66
0.915,0,1747336631,240.31.191.138
0.7283,1,1749614163,177.71.31.113
0.9099,0,1749087702,82.158.73.108
0.3257,1,1748799059,47.95.134.150
0.4681,2,1748273059,100.12.15.176
0.9651,0,1748519156,199.186.78.32
0.3261,1,1748747628,79.134.200.131
0.9179,1,1748351293,191.248.203.185
0.0307,1,1747120830,126.8.128.63
0.195,2,1747177835,133.177.206.7
0.0626,2,1747402810,73.234.19.250
0.4594,1,1747907342,194.186.152.140
0.3782,1,1749253431,94.58.76.108
0.8934,1,1748258151,224.210.48.191
0.1445,2,1749570144,1.245.98.74
0.6127,0,1748300549,57.70.215.228
0.4705,0,1748136598,32.206.190.16
0.001,0,1748010399,147.247.154.169
0.5123,0,1748566479,71.25.26.92
0.4372,1,1748253589,227.209.174.143
0.5724,1,1747821845,21.63.40.142
0.2757,2,1748319749,204.8.106.77
0.2344,0,1747243776,106.212.129.91
0.6951,0,1748898910,164.226.37.48
0.016,1,1748288283,248.11.85.89
0.5598,1,1748709517,133.247.5.55
0.6184,2,1748349606,158.245.45.171
0.1646,2,1748799132,198.129.212.131
0.1078,2,1748090428,198.155.242.141
0.5853,0,1747863530,69.42.205.80
0.1449,0,1748672697,225.114.6.129
0.4669,2,1748552872,160.254.125.98
0.025,2,1747557891,63.142.108.27
0.797,1,1748979153,163.44.196.13
0.9356,0,1749319527,5.32.88.25
0.8486,1,1748554658,117.240.106.150
0.9791,2,1748100560,192.25.186.148
0.7068,1,1748485423,131.163.90.118
0.955,1,1748640539,179.99.130.119
0.2623,1,1747533469,117.82.114.179
0.5317,0,1749399386,202.78.235.144
0.9237,0,1748125322,7.176.168.106
0.0819,0,1747256781,94.60.42.225
0.7221,2,1749552880,52.15.141.196
0.6251,2,1748403714,156.60.241.205
0.6281,0,1747502324,75.176.147.35
0.4215,1,1747404587,141.111.57.204
0.0376,0,1748748460,13.6.119.95
0.3521,0,1747193551,143.120.126.88
0.0578,2,1749351448,99.191.252.182
0.7925,0,1749005929,188.188.107.7
0.6645,1,1747182706,120.205.145.90
0.8401,2,1747908047,2.152.101.222
0.8409,1,1749484938,124.128.24.1
0.5302,1,1747145941,177.204.101.234
0.5604,1,1749462018,76.210.130.210
0.0872,1,1749372813,1.198.234.250
0.2716,0,1747480383,81.201.152.13
0.8989,2,1747659136,91.1.136.173
0.0036,2,1748942080,214.165.123.14
0.0216,0,1748115585,145.210.119.223
0.4189,2,1748628715,109.194.161.188
0.9482,1,1747504480,164.36.152.136
0.6038,0,1748099639,59.204.144.12
0.7204,1,1747222801,230.31.120.164
0.3955,2,1748190297,61.39.140.195
0.5078,2,1749033748,247.218.187.140
0.0358,1,1747335335,162.113.65.157
0.7344,2,1748538545,105.30.80.228
0.2914,0,1749332005,155.179.52.147
0.0291,2,1747707670,123.87.209.246
0.8084,0,1747695073,215.181.206.225
0.8764,2,1747793102,185.243.237.186
0.6425,1,1748674356,136.65.70.34
0.9646,1,1747071320,10.71.65.230
0.9793,0,1749364365,206.164.236.51
0.3898,1,1747825534,23.238.82.202
0.3675,0,1747767760,222.159.55.70
0.4359,2,1747711472,42.44.43.121
0.7404,0,1747590753,12.30.137.187
0.0575,1,1747692272,62.153.216.249
0.6821,1,1747208512,77.55.50.116
0.2414,2,1749195253,251.173.181.214
0.446,1,1747236092,206.80.38.19
0.748,1,1749496650,129.26.75.191
0.7831,2,1747748177,131.130.100.167
0.8087,0,1748142764,119.210.110.249
0.8821,1,1747507462,59.233.247.37
0.3145,2,1748315686,62.129.158.60
0.0351,2,1749222951,140.230.100.175
0.0322,0,1748253943,202.210.70.200
0.2391,2,1748344908,127.168.182.57
0.1223,2,1748074438,55.197.191.184
0.6658,1,1747150365,100.157.119.113
0.5524,2,1748245470,115.3.31.170
0.4198,0,1748541391,19.201.137.244
0.2198,0,1749038938,47.10.25.192
0.8235,1,1749088638,188.177.77.232
0.0025,0,1747961858,229.173.215.58
0.3717,0,1747118313,48.115.227.33
0.7029,1,1747890672,177.208.221.199
0.6266,0,1749380275,90.31.152.100
0.3272,1,1747951084,39.115.170.169
0.1855,1,1749015523,188.159.66.213
0.3024,1,1749382508,132.101.86.39
0.3932,1,1747291658,30.74.243.223
0.6727,0,1749421113,143.178.155.73
0.7618,2,1748624003,138.111.101.70
0.4471,2,1748584363,150.83.159.236
0.7701,2,1747516967,172.226.140.109
0.7869,2,1748224262,69.60.27.105
0.1999,1,1749639444,230.99.36.104
0.9429,0,1748614495,173.16.154.75
0.5019,1,1747379451,9.37.21.11
0.3494,0,1748910383,100.113.237.10
0.2386,1,1748704248,33.66.35.197
0.2349,2,1748464028,125.67.123.161
0.1653,1,1748929296,115.57.91.239
0.633,0,1749017329,23.125.54.147
0.007,1,1747265669,137.67.208.75
0.4751,1,1748267572,160.108.95.170
0.2212,0,1748614916,183.87.217.165
0.1489,2,1748248243,53.240.237.189
0.4815,1,1749408150,135.179.71.229
0.4231,1,1749188679,57.200.210.151
0.5843,1,1749346049,36.169.126.97
0.4811,2,1749560540,80.146.28.31
0.0356,1,1747504140,56.253.14.88
0.5841,1,1749417973,187.148.47.71
0.102,0,1747484466,33.145.146.29
0.3501,1,1749323107,246.170.149.219
0.3491,2,1749577187,108.5.149.80
0.2841,1,1747787301,202.35.222.76
0.724,1,1747313425,243.168.164.97
0.1971,1,1747579828,230.89.144.247
0.9033,0,1748964151,210.16.248.105
0.4508,1,1749038148,22.148.163.195
0.6351,1,1749479588,232.61.7.130
0.8223,2,1748031399,237.26.73.3
0.5801,1,1749507991,177.152.224.189
0.1007,1,1749079877,151.100.188.24
0.0729,2,1748811854,55.242.131.225
0.4189,1,1748502746,211.55.241.248
0.9425,1,1747652817,140.60.5.67
0.1781,2,1749262535,11.122.180.219
0.1982,0,1749448096,97.13.186.39
0.5221,1,1749502660,171.118.42.33
0.8178,1,1749628809,91.46.139.160
0.2499,0,1747196709,5.24.27.169
0.3675,0,1749076701,146.181.251.81
0.4734,2,1747861478,75.210.118.100
0.0064,1,1748489917,128.195.186.67
0.9736,0,1748320873,59.214.220.223
0.4073,2,1748791205,240.122.154.192
0.0856,2,1749545854,208.105.7.172
0.1888,2,1748804531,95.198.119.128
0.4498,0,1747101087,35.137.196.162
0.8408,0,1748570325,106.180.59.81
0.8855,2,1747502809,19.12.232.29
0.5779,1,1747937906,140.250.233.88
0.4243,1,1747684607,3.98.80.95
0.2601,0,1747559651,96.36.140.59
0.9171,0,1749394207,120.16.156.182
0.2445,2,1747810553,84.231.48.109
0.0479,2,1748178897,59.156.106.110
0.3628,2,1748780919,170.84.23.81
0.8583,1,1749308761,128.2.126.41
0.1211,2,1748770622,234.200.33.249
0.2625,2,1749590396,92.115.23.176
0.4061,0,1748763200,144.23.177.240
0.5469,0,1749570686,196.171.129.39
0.8676,1,1749041874,60.69.177.246
0.162,1,1747374443,122.207.123.232
0.1381,2,1747094523,76.26.35.212
0.8673,2,1748992655,150.67.234.254
0.536,2,1748541520,83.123.132.202
0.875,1,1748770085,58.127.215.160
0.1111,0,1747598940,189.41.38.178
0.2822,0,1747496848,95.149.208.135
0.9448,0,1748957999,247.217.103.122
0.8206,2,1749086053,70.184.188.185
0.9633,0,1747384463,206.213.133.183
0.3547,0,1747444858,174.103.22.27
0.1252,2,1747119731,88.2.158.218
0.4549,1,1748946829,155.105.218.177
0.2594,2,1748661080,42.110.105.64
0.8735,2,1748928121,236.102.78.218
0.9927,2,1747414574,41.159.1.2
0.0377,0,1747831360,224.146.109.235
0.3692,2,1748685483,223.65.210.7
0.1642,1,1748966658,217.179.129.97
0.0468,0,1748679074,159.241.112.74
0.3262,2,1747545268,33.254.242.143
0.12,0,1749028610,111.69.212.157
0.5816,2,1748990825,11.34.37.145
0.0137,1,1748240629,179.237.139.108
0.1734,2,1749645132,4.93.252.168
0.0763,2,1748509108,37.190.51.228
0.5622,1,1749202490,250.78.46.111
0.3002,0,1749328242,179.197.1.221
0.3785,1,1747325050,237.94.132.31
0.4505,0,1749528341,169.31.182.9
0.6375,0,1749502307,66.162.155.240
0.5432,2,1749317925,78.124.52.4
0.1493,2,1749450864,22.92.118.103
0.0346,1,1747934588,84.36.7.28
0.7786,0,1748087570,186.170.51.167
0.4976,0,1747896433,83.245.12.224
0.4562,0,1749060745,142.226.165.4
0.8552,2,1749252335,214.218.135.18
0.5554,1,1747854525,214.18.104.229
0.4642,0,1747536192,247.221.180.158
0.5055,0,1748991440,210.219.150.237
0.5281,0,1747675491,171.57.19.188
0.6048,0,1747243680,22.85.201.253
0.7897,0,1748597617,85.72.71.120
0.6103,1,1749063050,170.9.73.5
0.1225,1,1748968329,91.86.97.72
0.1345,0,1748206143,48.166.252.227
0.9524,2,1748403915,166.167.73.35
0.7811,0,1747288302,117.245.98.149
0.4596,1,1747222843,15.164.69.60
0.7811,0,1747100402,114.82.8.42
0.868,1,1748475495,151.156.180.127
0.6979,0,1748899891,49.128.110.229
0.8749,2,1748818810,48.240.131.131
0.4992,1,1747514978,102.207.174.40
0.219,0,1747432991,66.183.176.32
0.6603,0,1747878907,38.135.174.28
0.3909,1,1749316945,226.203.29.119
0.1562,0,1747982403,38.60.43.189
0.8981,1,1748962764,179.189.178.221
0.3866,0,1748664849,18.152.215.153
0.6855,1,1749524518,182.21.91.97
0.399,0,1747337914,124.180.2.243
0.0905,0,1749650552,44.31.92.225
0.8732,1,1749278408,221.16.71.201
0.6726,2,1748148971,192.123.64.107
0.2176,0,1748434171,251.178.199.141
0.0848,0,1747753180,185.172.68.53
0.1935,1,1747926504,216.74.25.74
0.5852,0,1749400753,42.171.164.155
0.2224,0,1748491979,244.105.6.187
0.3418,0,1747328137,44.146.218.233
0.2334,0,1748059183,168.25.119.242
0.3015,1,1748726933,227.26.158.99
0.5315,1,1747635741,122.134.69.194
0.5639,1,1747936927,98.47.105.230
0.6242,2,1749048822,2.127.134.189
0.923,1,1748094590,26.199.87.186
0.1039,0,1748015528,202.39.43.90
0.4213,1,1747643544,53.215.88.211
0.6337,2,1749026440,108.91.205.128
0.2394,1,1748706499,172.235.72.134
0.778,2,1747333670,244.167.124.2
0.9276,2,1748945786,147.162.46.44
0.618,0,1747655824,56.81.209.52
0.8793,0,1748657829,88.215.6.82
0.1152,0,1748396065,64.21.143.49
0.8624,0,1747739172,244.170.189.50
0.3101,1,1749452409,117.159.183.140
0.9185,1,1748721670,240.173.1.222
0.2533,0,1748778567,163.27.52.173
0.1706,1,1747754041,180.68.181.194
0.7636,2,1748773712,118.33.23.221
0.9629,1,1747717261,195.32.87.131
0.9984,0,1748318452,7.175.6.27
0.8064,0,1748313987,188.247.24.159
0.9198,0,1747178318,184.148.82.12
0.0796,1,1749443125,106.240.116.20
0.6093,2,1748827600,144.250.74.43
0.6094,1,1749469486,90.184.2.48
0.439,2,1747109990,11.201.82.238
0.9582,1,1748082525,75.187.107.235
0.1134,1,1749466256,220.140.136.75
0.8695,0,1748142911,104.102.12.10
0.0211,0,1748498712,116.254.28.206
0.439,1,1747169380,208.226.27.97
0.1697,0,1749418159,207.161.234.123
0.9088,0,1747795788,79.126.138.134
0.0031,0,1749059104,110.91.224.8
0.3509,1,1748219599,204.33.85.197
0.0413,2,1749430156,223.7.102.100
0.0442,1,1748064935,207.221.136.243
0.9309,1,1748408399,69.244.161.25
0.6155,1,1747998724,152.14.172.193
0.4759,0,1748586388,121.102.42.114
0.6405,2,1747749220,138.217.77.58
0.5802,2,1748264474,244.5.186.163
0.0782,2,1748524996,148.8.59.189
0.0219,2,1749391615,211.208.78.94
0.9781,2,1747315581,126.246.18.234
0.9323,0,1749413370,233.70.217.201
0.4241,0,1748310135,23.6.193.83
0.2952,0,1747701696,193.215.117.57
0.8381,1,1749390002,122.199.79.66
0.9047,0,1749171923,250.10.103.36
0.0436,0,1749520190,207.219.158.138
0.2969,1,1748500149,10.10.66.136
0.7058,1,1748718677,108.176.203.106
0.8915,2,1748318560,29.241.1.104
0.5323,0,1748335733,68.248.247.125
0.511,0,1747795748,110.75.227.108
0.1195,0,1749500019,124.59.130.66
0.1515,0,1747140897,22.81.7.30
0.9085,0,1748194259,95.192.105.17
0.8337,0,1748602408,135.53.182.46
